Name,Category,State,City,Address
Amrut Laproscopy And Stone Hospital,0,Gujarat,Vadodara,X-1 Artha Complex Beside Hero Honda Showroom Akshar Chowk Old Padra Road
Ashutosh Hospital,0,Gujarat,Vadodara,"Nr. Akshar Chawk, Munjmahuda"
Baroda Clinacal Laboratory,0,Gujarat,Vadodara,"G/9, Shreeniwas Chambers Lakdi Pool, Dandia Bazar"
Baroda Neurosurgical and Children and Multispeciality Hospital,0,Gujarat,Vadodara,"White House, 5/A,Tarang Society,Opposite Akota Stadium,Productivity"
Chintu Children Hospital,0,Gujarat,Vadodara,"Opp Akota Stadium, Akota"
Fractute and Orthopaedic Hospital,0,Gujarat,Vadodara,"Pragati Appts., Dutt Vihar Society, Opposite Income Tax Off Racecourse"
Harmony Vascular Centre,0,Gujarat,Vadodara,"3Rd Floor, Shyamal Complex, Opposite Rajvi Towers, Tandalja Road"
"Kalpana Nursing Home And Icu - Old Padra Road, Vadodara",0,Gujarat,Vadodara,"A - 1/2 Hemdeep Avenue Opposite Gulab Vatika Society, Behind Rajeev Towers, Old Padra Road"
Kamat Kidney and Eye Hospital - Vadodara,0,Gujarat,Vadodara,"15, Vinayak Society , Opposite Sndt College , B/H Akota Stadium , Akota"
Krishna Critical Child Care Pvt Ltd,0,Gujarat,Vadodara,"78-A, Urmi Society, Near Haveli, Productivity Road, Akota"
Lifeline Clinic,0,Gujarat,Vadodara,"6/7, 1St Floor, Shiv Dhara Complex, Nr. H.P. Petrol Pump, Makrand Desai Marg, Vasna Road"
Milestone Healthcare,0,Gujarat,Vadodara,"102-Berrys Plaza,11/A, Shrinagar Soc.,Akota"
Neel Surgical Hospital For Children,0,Gujarat,Vadodara,"Karamdhan Cplx.Nr.Akota Atithi Gruh,Akota"
Netra The Eye Hospita,0,Gujarat,Vadodara,101.Silver Coin Char Rasta Akota
Netradeep Hospital,0,Gujarat,Vadodara,"2Nd Floor, Shyamal Complex, Op Road,Tamdalja Turning"
Pala Medical Centre,0,Gujarat,Vadodara,"108, Rajvee Towers, Near Tube Company, Old Padra Road"
Pearl Neonatal and Pediatric Intensive Care Unit,0,Gujarat,Vadodara,"1St Floor, White House, 5/A, Tarang Society, Opposite Akota Stadium, Productivity Road"
Sanjiv Nursing Home,0,Gujarat,Vadodara,"16/A, Parth Housing Complex, Near Akota Garden,Akota Garoaden"
Sanjivani Hospital and Laprascopy Center,0,Gujarat,Vadodara,"No. 101, Ujjawal Complex Behind Akota Stadium, Bpl Road, Opposite Shrenik Park Society"
Sarah Gastro Clinic,0,Gujarat,Vadodara,"3Rd Floor, Shyamal Complex, Opposite Rajvee Tower, Tangalja Road"
Satyam Surgical Nursing Home,0,Gujarat,Vadodara,"5/A, Shrinagar Society, Akota"
Shivam Eye Clinic,0,Gujarat,Vadodara,"Gf/12, Shiv Ashish Flats, Munj Mahuda"
Shree Vraj Hospital,0,Gujarat,Vadodara,"7, Manish Society Old Padra Road"
Shreeji Hospital and Trauma Care Center,0,Gujarat,Vadodara,"Abhishek Soe, Opp Ramakaka Mandir, Chhani.Near Geb National Highway No 8"
Subhechha Multispeciality Hospitals Pvt. Ltd,0,Gujarat,Vadodara,"409/412, Shrinagar Society, Near Urmi Char Rasta, Akota"
Vadilal Eye Hospital,0,Gujarat,Vadodara,"23A, Shrinagar Society, Opp Silver Oaks Building"
Vardhman Ent Hospital,0,Gujarat,Vadodara,"272, Ajit Nagar Soc., Geb School Road, Akota"
Vins Hospital Pvt Ltd / Vadodara Institute Of Neurologyl Sciences,0,Gujarat,Vadodara,"99, Urmi Society, Opposite Haveli, Productivity Road, Akota"
Vraj Hospital,0,Gujarat,Vadodara,"2Nd Floor, Shree Complex, Shrenik Park Cross Road, Akota"
Aman Nursing Home And Icu,0,Gujarat,Vadodara,"1St Floor Krishna Complex, Harinagar Char Rasta, Nr. Gotri Water Tank"
Anand Hospital,0,Gujarat,Vadodara,Ff-161/162 Ganotri Complex Opp Yash Complex Gotri Road Gotri
Anjaneya Orthopaedic Hospital,0,Gujarat,Vadodara,"B-6, Sanjeevan Park Society, Opp Samta Ground, Samta"
Arman Children Hospital,0,Gujarat,Vadodara,"Kishan Copmlex Opp, Yash Comp, Gortri Road"
Balvantray Mehta Nisargopchar Arogya Bhavan,0,Gujarat,Vadodara,"Near Dr.Keshav Garden,Karelibaug"
Dr. Rajiv C Shah,0,Gujarat,Vadodara,"Manubai Towers , 1St Floor, Opposite Arts College Station Road, Sayajiogunj"
Minal Clinic,0,Gujarat,Vadodara,"105, Kailash Apartment, Opposite Harinagar Water Tank,Gotri Road"
Modi Nursing Home and Iccu,0,Gujarat,Vadodara,"A 101 Kalpavrux,Opposite  Board Electricity Station"
Nene Clinic,0,Gujarat,Vadodara,"33, Sarita Sangam Society, Rajesh Tower Road"
Om Multi Speciality Hospital,0,Gujarat,Vadodara,"A-1, Jayshree Narayan Society, Samta Char Rasta, Subhanpura"
Pranayam Lung Institute And Research Centre,0,Gujarat,Vadodara,"Lakulesh Park Society, Near Sadhuvaswani School, New Vip Road"
Rutvij Hospital,0,Gujarat,Vadodara,"OppositeHarinagar Bus Stop,Gorti Road"
Sangam Critical Care and Trauma Centre,0,Gujarat,Vadodara,"Opp-Sangam Bus Stand, Sangam Char Rasta, Harni Road, Karelibaug"
Sannidhi Super Speciality Orthopaedic Hospital,0,Gujarat,Vadodara,"Beside Dewashish Appt., Parivar Char Rasta, Waghodia-Dabhoi Ring Road"
Sarthak Hospital and Skin Care Centre,0,Gujarat,Vadodara,"5-Apsara Soc.,OppositeSilver Apartment, Near Ganga Jamna Hospital, Subhanpura"
Shashwat Nursing Home,0,Gujarat,Vadodara,"D-14,Amarnagar Society,Arunachal Road,Subhanpura"
Shree Rang Orthopaedic Hospital,0,Gujarat,Vadodara,"Reign Plaza, Nr. G E B Sub Satation Gotri Road"
Singh Nursing Home and Children Hospital,0,Gujarat,Vadodara,"# 55, Kishan Complex, Opposite Yash Complex,Gotri Road,Gotri"
Metro Hospital And Research Institute,0,Gujarat,Vadodara,"Near Amit Nagar Circle, Beside Kendriya Vidyalaya, Harni-Savi Road"
Shanti Hospital,0,Gujarat,Vadodara,"F/14, Panchsheel Tenaments, Nr Zavernagar, Harni Varasia Ring Road"
Shiv Clinic,0,Gujarat,Vadodara,"11, Shivam Apartment, Vip Road"
Abhishek Hospital,0,Gujarat,Vadodara,"Shivalik Complex, Subhanpura Main Road"
Acharya Nursing Home and Icu,0,Gujarat,Vadodara,"No. 88/89, Shree Jay Ambe Co-Op. Society,Opposite Gorwa Workshop,Subhampura"
Anupama Eye Hospital and Phaco Center,0,Gujarat,Vadodara,2Nd Floor Rutwik Anandvan Complex Subhanpura New Ipcl Road
Apcot Hospital Pvt Ltd,0,Gujarat,Vadodara,"Opposite Trident Complex, Ellora Park Teen Rasta, Inox Road"
Atmaj Eye Care Centre,0,Gujarat,Vadodara,"G-1,Sudhan Apts,OppositeTejas Vidyalaya.Atmalyoti Ashram Road"
Balaji Hospital,0,Gujarat,Vadodara,Near Vidhya Vikas School Ellora Park Subhanaura
Bharucha Hospital,0,Gujarat,Vadodara,"Anjana Park Complex, Subhanpura Main Road"
Darsh Orthodontic Clinic,0,Gujarat,Vadodara,"302, Chitra Complex, Above Prime Bank, Muktanand Tran Rasta, Karelibaug"
Dr. Vinubhai A Patel,0,Gujarat,Vadodara,"12/659, Vikram Nagar, Opposite G. S. Gorwa"
Dr. Vipul J. Mistry,0,Gujarat,Vadodara,"1St Floor, C.T.Complex, OppositeGolden Silver Apartment,Subhanpura"
Ganga Jamna Hospital,0,Gujarat,Vadodara,Opposite Golden Silver Apartment
Manav Hospital,0,Gujarat,Vadodara,"Gangotri Tenaments,B/H Saurabh Park"
Mehta Nursing Home,0,Gujarat,Vadodara,"C-10 Srinathji Kripa Society, Near Arunachal Society Subhanpura Subhanpura"
Paavan Hospital,0,Gujarat,Vadodara,"First Floor,Shubhlaxmi Complex,Beside B.M.C.Chambers,Subhanpura-Gorwa Road,Subhanpura"
Pallav Hospital,0,Gujarat,Vadodara,"1St Floor, Anandvan Complex,New I.P.C.L.Road,Subhanpura"
Patanjali Hospital,0,Gujarat,Vadodara,"Pushti Complex, 2Nd Floor, Nr. Hariom Nagar Bus Stop, Nr. Atmajyoti Ashram Road, Ellora Park"
Riddhi Hospital,0,Gujarat,Vadodara,"3/14, Ellora Park, Opposite Indraprasth, Race Course Circle"
Rishabh Nursing Home,0,Gujarat,Vadodara,"Opposite Golden-Silver Apartments,Subhanpura Main Road"
Shilpa Children Hospital,0,Gujarat,Vadodara,"73,Harinagar Society"
Shree Shubham Surgical and Eye Hospital,0,Gujarat,Vadodara,"1St, Floor, Ct Complex, Opposite Golden Silver Apartment, Subhanpura"
Shreenath Hospital,0,Gujarat,Vadodara,"Utang Building, New Ipcl Road, Subhanpura"
Shrey Children Hospital Neonatal Care,0,Gujarat,Vadodara,202 Jagannathpuri Complex Subhanpura
Siddhi Clinic,0,Gujarat,Vadodara,"107, Patel Plaza, Opposite Harinagar Bus Stand,Gotri"
Utkarsh Clinic,0,Gujarat,Vadodara,"7-A, Krishna Sarvoday Society, Opposite Gorwa Work Shop, Subhanpura"
Radhe Advance Clinic,0,Gujarat,Vadodara,"30, Dipak Society, Opposite Ruxmaninagar, New Sama Road"
Saurabh Clinic,0,Gujarat,Vadodara,"4, City Park Socirty, Chankyapuri Road,Sama"
Smita Surgical Clinic,0,Gujarat,Vadodara,"1St Floor, Hare Krishna Complex, Chhani Jakat Naka"
Kesharbn Jivanlal Kalidas Mehta Diagnostic And Med,0,Gujarat,Vadodara,"Near Sahahanand Compound, Waghodiya"
Mangalam Orthopaedic Hospital,0,Gujarat,Vadodara,"Nivednam Complex, Soma Talav Char Rasta Dabhoi Road"
Shree Chhotubhai A Patel Hospital and Community Health Centre,0,Gujarat,Vadodara,"At & Post :Motafofalia,Ta- Sinor"
Bhavya Jyoti Eye Hospital,0,Gujarat,Vadodara,"1St Floor, Pramukh Hriday, Opposite Khodiyar Mata Temple, Alipura Char Rasta,Bodeli"
Bodeli General Hospital - Bodeli,0,Gujarat,Vadodara,"Alipura Cross Road, Dabhoi Road"
Radhe Surgical And Maternity Hospital,0,Gujarat,Vadodara,Bodeli
Shree Jalaram Eye Hospital,0,Gujarat,Vadodara,Shree Jalaram Seva Mandal Trust Bodeli
Chc- Sankheda,0,Gujarat,Vadodara,Sankheda
Lions Club Of Baroda(West) Charitable Trust,0,Gujarat,Vadodara,"Zarola Lion`S Hospital, Sankheda"
Shree Jalaram Eye And General Hospital,0,Gujarat,Vadodara,"Bodeli, Sankheda"
Chc- Naswadi,0,Gujarat,Vadodara,Naswadi
Vishwas Hospital and Maternity Home,0,Gujarat,Vadodara,"Surajba Complex, Sarkar Falia, Nasvadi"
Chc- Jibugam,0,Gujarat,Vadodara,Jibugam
Deepak Charitable Trust,0,Gujarat,Vadodara,Jabugam
Soni Hospital,0,Gujarat,Vadodara,"Dr Mukesh K Soni, Vaghva Road, Pavi-Jetpur"
Chc- Pavijetpur,0,Gujarat,Vadodara,Pavijetpur
Chc- Chota Udepur,0,Gujarat,Vadodara,Chota Udepur
Chc- Zoz,0,Gujarat,Vadodara,Zoz
Kesar Surgical And Maternity Hospital - Vadodara,0,Gujarat,Vadodara,"Opp Bazar Samiti, Gurukrupa Society, Chhota Udaipur"
Sharda Medical Centre,0,Gujarat,Vadodara,Chotaudepur
Chc- Kavat,0,Gujarat,Vadodara,Kavat
Aatmiya Hospital,0,Gujarat,Vadodara,Karjan
Amar Hospital,0,Gujarat,Vadodara,"Ambaji Mandir Pase,Karjan"
Chc- Karjan,0,Gujarat,Vadodara,Karjan
Dr.Bhavin R. Shah,0,Gujarat,Vadodara,"Vivek Building,Navabazaar,Karjan"
Shaurya Hospital,0,Gujarat,Vadodara,"`Vivek` Building Nava Bazar, Karjan"
Shubham Hospital,0,Gujarat,Vadodara,"A-4 Patel Chamber,Nava Bazar,Miyagam Karjan"
Smt. Malini Kishore Sanghvi Hospital And Educational Complex,0,Gujarat,Vadodara,Karjan
Chc- Por,0,Gujarat,Vadodara,Por
Beena-Gopal Nursing and Maternity Hospital,0,Gujarat,Vadodara,"Near Railway Crossing Beside Union Bank,Po.Bajua"
Maharshi Atreya Health Centre - Ayurveda Panchakarma Health Centre,0,Gujarat,Vadodara,"Maharshi Atreya Health Centre - Ayurvedic Panchakarma Hospital, Undera Koyali Main Road, At And Post Undera"
Abhinav Hospital,0,Gujarat,Vadodara,Behind S T Depot
Chc- Padra,0,Gujarat,Vadodara,Padra
Kothari Hospital,0,Gujarat,Vadodara,"Raja Park Society, B/H Parnami Agarbati Padra"
Krishna Hospital,0,Gujarat,Vadodara,"A-7, Narayan Nagar Society,B\H, New S.T.Depot,Padra"
Shaishav Children Hospital,0,Gujarat,Vadodara,"13, Tulsibaug, Behind S T Depo Padra"
Shree Sardar Vallabhbhai Patel Medical Charitable,0,Gujarat,Vadodara,"Nr. Parnami Agarbati, Padra-Sagma Road, Padra"
Shreeji Hospital,0,Gujarat,Vadodara,"20, Ghanshyam Nagar Society, Behind Petrol Pump"
Urmi Children Hospital,0,Gujarat,Vadodara,Padra
Yesha Hospital Orthopaedic And Accident Care Centre - Padra,0,Gujarat,Vadodara,"22 - 23 / A, Morarbang Society"
Chc- Jarod,0,Gujarat,Vadodara,Jarod
Jodhal Hospital,0,Gujarat,Vadodara,"Shubham Apartment -Halol Highway Road,Opp: Gayatri Soc., At.& Post. Jarod Ta: Waghodia"
Chc- Chhani,0,Gujarat,Vadodara,Chhani
Ohm Clinic,0,Gujarat,Vadodara,"Near Chhani Nagrik Sahakari Bank, Chhani"
Parth Hospital Child Hospital and Maternity Home,0,Gujarat,Vadodara,"Aaditya Vila Complex, Near Ramakaka Dairy, Chhani"
Satyam Hospital - Valpoi Sattari,0,Gujarat,Vadodara,"Ramakaka Rd, Chhani"
Shreeji Hospital and Trauma Care Centre,0,Gujarat,Vadodara,"Opp Rama Kaka Dairy, Nr Geb,National Highway No 8,Chhani"
Kinjal Hospital and Nursing Home,0,Gujarat,Vadodara,"Police Station Road, Opposite Malatdar Office, Waghodia"
Sushrut Clinic,0,Gujarat,Vadodara,"17,Geetanjali, Waghodia"
Chc- Savli,0,Gujarat,Vadodara,Savli
Nidhi Hospital,0,Gujarat,Vadodara,"Opposite Mamta Children Hospital,Station Road"
Nishtha Eye Clinic,0,Gujarat,Vadodara,"Anmol Plaza Ii, 2Nd Floor, Opp Gidc Bus Station,Ankleshwar"
Nityanand Medical Hospital,0,Gujarat,Vadodara,"Opp-Jalaram Shopping Complex, Near Ongc, Workshop,Ankleshwar"
Shree Sardar Vallabhbhai Patel Rotary General Hos,0,Gujarat,Vadodara,Chiku Wadi Opp Railway Godi Ankleshwar
Smt. Jayaben Mody Hospital,0,Gujarat,Vadodara,"Valia Road, Gidc, Ankleshwar"
Abhishekh Hospital Icu and Nicu,0,Gujarat,Valsad,"2Nd Floor Goverdhan Complex ,Beside White House Opp Monghabhai Hall"
Akshat Chldrens Hospital,0,Gujarat,Valsad,"3Rd Floor, Royal Corner, Opposite Doctor House, Halar Road"
Amit Hospital Multispecality and Hearcare Centre,0,Gujarat,Valsad,"Opp Avadai High School , Halar Road"
Dr Mahaskar Genral Hospital,0,Gujarat,Valsad,Opp Doctor House
Dr Mhaskars General Hospital,0,Gujarat,Valsad,"2Nd Floor, Avi Arcode Halar Road"
Dr Pandyas Eye Hospital Nadiad,0,Gujarat,Valsad,
Dr Usha L Meisheri,0,Gujarat,Valsad,"Ramdarshan , 1St Floor, Opp Bhagini Samaj, Halar Road"
Dr. Dalwadi Eye Hospital,0,Gujarat,Valsad,"1St Floor Medicenter, Opposite Moghabhai Hall"
Dr. Sunil K Choksi Hospital,0,Gujarat,Valsad,A-8 Ridhi Sidhi Opp Vasant Talkies
Fracture Orthopaedic Hospital,0,Gujarat,Valsad,"Hotel Navchetan Building, Opp Asabhai High School"
Kadhiwala Orthopaedic Hospital,0,Gujarat,Valsad,Athugar Street State Bank Of India Nanpura Surat
Kapadia Children Hospital,0,Gujarat,Valsad,"Medi Centre, Opposite Dr Monghabhai Desai Hall, Bechar Road"
Kasturba Vaidyakiya Rahat Mandal,0,Gujarat,Valsad,Lala Lajpatrai Road
Kirti Clinic and Nursing Home,0,Gujarat,Valsad,"1-6, B.D.C.A. Shopping Centre, Morarji Desai Marg, Near Stadium"
Kutch Medi Care,0,Gujarat,Valsad,"Sidhee Complex, 142-143 Vijay Nagar, Opposite Ambaji Temple, Hospital Road, Bhuj-Kutch"
Lalitadevi (Maternity Home) Prasuti Gruh and General Hospital,0,Gujarat,Valsad,"2Nd Floor, White House, Bechar Road, Near Bus Depot"
Lilavati Hospital,0,Gujarat,Valsad,"Jijubhai Chowdhari Complex, Vapi Road, Nanapondha, Taluka: Kaprada"
Maitri Surgical Hospital,0,Gujarat,Valsad,Near S.T.Stand
Medicare Hospital,0,Gujarat,Valsad,Halar Cross Road
Mrunal Hospital,0,Gujarat,Valsad,"Devasya ,Opp Tarankund,Bechar Road, Vaisad"
Mufti Dental Hospital,0,Gujarat,Valsad,Halar Cross Road
Navjeevan Hospital,0,Gujarat,Valsad,Luhar Tekra
Padma Clinic,0,Gujarat,Valsad,"3Rd Floor, Avi Arcde` Halar Road"
Pooja Nursing Home,0,Gujarat,Valsad,"Medi Centre, Opposite Monghabhai Desai Hall, Near Bus Depot"
Rotary Amathiba Modi Hospital,0,Gujarat,Valsad,At. & P.O. Sarigamtin Rasta Ta. Umbergam
Roy Nursing Home andIccu,0,Gujarat,Valsad,Nana Parsiwad
Sanjivani Hospital,0,Gujarat,Valsad,"D.N. Shopping Centre, 2Nd Floor, Station Road"
Saujanya Nursing Heart Care,0,Gujarat,Valsad,"Silver Coin, 1St Floor, Opposite Pragji Towers, Halar Road"
Shaafi Hospital,0,Gujarat,Valsad,"18, Manibaug Society, Dharampur Road, Abrama, Valasad"
Shree Krupa Hospital,0,Gujarat,Valsad,"Parag Baug, Dharampur Road"
Shri Rang Orthopaedic Hospital Valsad,0,Gujarat,Valsad,Halar Road
Shrushti Maternity And Surgical Hospital,0,Gujarat,Valsad,"1St Floor, Vitrag Bldg, Opposite Anukul Complex, Koparli Road, Vapi"
Snigdha Children Hospital,0,Gujarat,Valsad,"2Nd Floor,D.N.Shopping Centre"
Suryalaxmi Nursing Home,0,Gujarat,Valsad,"Dharmdas Chambers, Halar Road Near Avabai High School"
Vidhi Nursing Home And Intensive Care Unit,0,Gujarat,Valsad,"Avi Arcade, Ground & First Floor Halar Road"
Yogini Children Hospital,0,Gujarat,Valsad,"Honey House, Halar Road, OppositeLal School"
Ashray Hospital,0,Gujarat,Valsad,Valod Faliya
Child Care Hospital,0,Gujarat,Valsad,"Saidam Complex B Opp Shindhe Petrol Pump , Dharampur"
Dharampur State Hospital,0,Gujarat,Valsad,Dharampur(Med)
Shree Janani Hospital,0,Gujarat,Valsad,"OppositeShinde Petrol Pump, Bus Stand Road"
Shree Sainath Hospital,0,Gujarat,Valsad,Reo Cross Road
Shreeji Hospital,0,Gujarat,Valsad,"Varj Complex, Asura Vavchokdi, By Pass Road, Dharampur"
Shrimad Rajchandra Hospital,0,Gujarat,Valsad,Opposite S.T. depot. Dharampur
Swiec Clinic (Shree Sainath Women's Infertility And Endoscopy Centre),0,Gujarat,Valsad,Dharampur
Vallari Hospital,0,Gujarat,Valsad,Opposite Shinde Petrol Pump
Chc Kaprada,0,Gujarat,Valsad,Kaprada
Chc Bhilaad,0,Gujarat,Valsad,Bhilaad
Shreeji Hospital,0,Gujarat,Valsad,"Bhilad Plaza,Bhilad"
Nadkarnis Hospital and Test Tube Baby Center,0,Gujarat,Valsad,"Char Rasta, N.H 8, Killa"
Astha Hospital,0,Gujarat,Valsad,"Vapi Road, Nanapondha, Kaprada"
Drushti Eye Hospital,0,Gujarat,Valsad,"1St Floor, Vipul Complex, N H 8, Killa Pardi"
Mehta Hospital,0,Gujarat,Valsad,Mehta Hospital N.H 8 Killa Pardi
Mohanlal Dayal Prasutigruh and General Hospital,0,Gujarat,Valsad,"N.H.No.8, Dambu Zampa, Killa - Pardi"
Pardi Hospital,0,Gujarat,Valsad,"N.H.No.8, Killa-Pardi"
Chc Nanapaundha,0,Gujarat,Valsad,Nanapaundha
Chc Pardi,0,Gujarat,Valsad,Pardi
Chc Rohinaa,0,Gujarat,Valsad,Rohina
Chc Umargam,0,Gujarat,Valsad,Umargam
Mamta Hospital,0,Gujarat,Valsad,"Umbergaon Town, Opp Police Line"
Renuka Hospital,0,Gujarat,Valsad,"Solsumba, Tal.Umbergaon"
Umergam Hospital,0,Gujarat,Valsad,"1St Floor , Maruti Complex , Opp Hanuman Gadi,Umergam"
Curewell Medical and Eye Centre,0,Gujarat,Valsad,"Plot No 1/4, Gidc Colony, Uia Hall, Umbergaon"
Shree Renuka Hospital,0,Gujarat,Valsad,"Mehta Park, Gangadevi Road, Near Umbergaon Road Station, Solsumba Tal - Umbergaon"
Aadit Hospital,0,Gujarat,Valsad,"Farhin Party Plot, Old Custom Rd,Near Gold Coin Circle, Chala Vapi"
Aayush Hospital,0,Gujarat,Valsad,"Plot No. 41-42, Near Azad Wegh Bridge, Near N.H. No.8"
Ashirvad Hospital,0,Gujarat,Valsad,"B/H-Mohid Towers, Near Jaishree Talkies,Daman Road, Chala, Vapi"
Chc Vaapi,0,Gujarat,Valsad,Chala
Haria L. G. Rotary Hospital,0,Gujarat,Valsad,Vapi
Haria Lg Rotary Hospital,0,Gujarat,Valsad,"Housing Sector, Gidc"
Jeevandip Surgical Hospital,0,Gujarat,Valsad,"N.H. No.8 Service Road, Towards , Near Hotal Pappion"
Parekh Maternity Home and Fertility Clinic,0,Gujarat,Valsad,Royal Fortune2 Floor Near Over Bridge
Parikh Nursing Home and Iccu,0,Gujarat,Valsad,"Near Jayshree Talkies, Chala, Vapi (West)"
Parvarish Children Hospital,0,Gujarat,Valsad,"Anjan Shalaka, Besiders Hdfc Banc, Daman Road, Vapi"
Shifa Orthopadic Hospital,0,Gujarat,Valsad,"1St Floor, The Emperor Opposite Sadar Bhiladwala Bank (Chala Branch) Vapi Daman Road, Chala-Vapi"
Shivam Maternity Home,0,Gujarat,Valsad,"Corner Point 1St, Flr, Opp, Vaishali Cinema Koparli Rd, Vapi"
Shraddha Hospital and Iccu,0,Gujarat,Valsad,"Panchamrut, 2Nd Floor, Nr. Jayshree Talkies, Vapi-Daman Road, Chala"
Shree Asharamkrupa Hospital,0,Gujarat,Valsad,"Garnet Seven Jewels, Nr. Bhavsar Petrol Pump, Silvassa Rd, Vapi"
Shreyansi Children And Priya Critical Care Centre,0,Gujarat,Valsad,"Vruj Boomi Complex, Nr. Jayshree Cinema, Vapi"
Srusthi Meternity and Surgical Hospital,0,Gujarat,Valsad,"1St Floor Vitrag Building , Opp Anukul Complex Kopali Road , Vapi"
Urmil Hospital,0,Gujarat,Valsad,Panchamurt Near Jayshree Theater Daman Road Chala . Vapi
Abhishyam Foundation,0,Gujarat,Valsad,
Abhyankars Hospital,0,Gujarat,Valsad,Vapi
Dr. Pant Eye Hospital,0,Gujarat,Valsad,"Behind Gunjan Cinema, Near Upsana Lions English School, G.I.Dc, Vapi"
Haria Lakhamshi Govindji Rotary Hospital,0,Gujarat,Valsad,"Plot No. 363/1 & 364, Housing Sector, Gidc"
Maa Maternity Home,0,Gujarat,Valsad,Nagarseth Chambers Near Gunjan Cinema Koparli Road G I D C Vapi
Nadkarni's 21St Century Hospital Pvt. Ltd,0,Gujarat,Valsad,"Natraj Complex, Plot No. Cm-50,Opposite Mahavir Nagar,N.H. No. 8, Gidc"
Shivam Eye Care,0,Gujarat,Valsad,"Below 21St Century Hospital, Natraj Comples First Floor"
Surbhi Hospital,0,Gujarat,Valsad,"OppositeGunjan Cinema, Koparli Road"
Surya Hospital,0,Gujarat,Valsad,"Near Gunjan Koparli Road , G.I.D.C."
T R Memorial Hospital,0,Gujarat,Valsad,"OppositeGunjan Cinema, Near Agnee Bakers, Gidc.Vapi"
Usha Hospital,0,Gujarat,Valsad,"Bhula Nagar Society, Vapi-Silvassa Road, Chanod"
Chc Dungari,0,Gujarat,Valsad,Dungari
Vaidya Hospital,0,Gujarat,Valsad,Dungri (R.S.)
Bhagwan Mahavir Hospital and Research Centre,Private,Haryana,Faridabad,"Jain Bhawan, A-3, Central Green, N.I.T."
Aarvy Hospital,Private,Haryana,Gurgaon,"530/18, Opp Nehru Stadium, Civil Lines"
"CGHS Dispensary, Gurgaon",Public/ Government,Haryana,Gurgaon,"482/16, Civil Lines"
Aashirwad Nursing Home,0,Haryana,Ambala,"259, Mahesh Nagar, Ambala Cantt"
Abhenil Hospital,0,Haryana,Ambala,"Gobind Nagar, Ambalacantt"
Aneja Hospital and Nursing Home,0,Haryana,Ambala,"# 48, Mahesh Nagar , Babyal Road,Ambala Cantt"
Arya Bhushan Maternity and Nursing Home,0,Haryana,Ambala,"Gobind Nagar,Jagadri Road,Ambala Cantt"
Ashutosh Mission Hospital,0,Haryana,Ambala,"(An - Iso 2008 Certified Hospital) 33-34, New Colony, Opposite Industrial Area, Jagadhri Road"
C . Lall Hospital / C.Lal Hospital,0,Haryana,Ambala,"6260/18, Nishat Cinema Road"
Civil Hospital,0,Haryana,Ambala,"Principal Medical Officier, General Hospital, Ambala City, Near Polytechnic Chowk"
Dev Eye Hospital,0,Haryana,Ambala,"Jagadhri Road, Near S D College Ambala Cantt"
Dhamija Hospital,0,Haryana,Ambala,"Sadar Bazar ,Ambala Cantt"
Dhawan Orthopadicand Fracture Hospital,0,Haryana,Ambala,"513, Arya Nagar, Jagadhri Road"
Dr. Milkhi Ram Eye and Maternity Hospital,0,Haryana,Ambala,Sadar Bazar Ambala Cantt
Garg Eye Hospital,0,Haryana,Ambala,"Mahesh Nagar, Ambala Cantt"
Gupta Hospital,0,Haryana,Ambala,"Mahesh Nagar, Ambala Cantt."
J P Hospital,0,Haryana,Ambala,"Civil Hospital Road , Near Polytechnic Ambala City"
K D Hospital and C T Scan,0,Haryana,Ambala,"Mahesh Nagar, Jagadhari Road"
Khuranas Hospital,0,Haryana,Ambala,"Nichoison Road,Ambala Cantt."
