Name,Category,State,City,Rating
Chaat Bazaar,Restaurant,Andhra Pradesh,Nellore,4
Chaat Chaska,Restaurant,Maharashtra,Jalgaon,4
Chaat Chaska,Restaurant,Telangana,Hyderabad,4.4
Chaat Chator,Restaurant,West Bengal,Kolkata,3.9
Chaat Chatore,Restaurant,Rajasthan,Ajmer,3.8
Chaat Courtyard,Restaurant,Uttar Pradesh,Meerut,4
Chaat Express,Restaurant,Uttar Pradesh,Saharanpur,3.8
Chaat House,Restaurant,Telangana,Warangal,3.1
Chaat House,Restaurant,Tamil Nadu,Salem,3.5
Chaat House,Restaurant,Madhya Pradesh,Bhopal,3.5
Chaat Hub,Restaurant,Karnataka,Belgaum,3.9
Chaat Ka Chaska,Restaurant,Jharkhand,Ranchi,3.5
Chaat Ka Chaska,Restaurant,Gujarat,Vadodara,4.2
Chaat Ka Chaska,Restaurant,Chandigarh,Chandigarh,4.2
Chaat Ka Chaska Premium,Restaurant,Uttar Pradesh,Gorakhpur,4.1
Chaat Kings,Restaurant,Uttar Pradesh,Bareilly,3.7
Chaat Le,Restaurant,Uttar Pradesh,Agra,3.6
Chaat Pitara,Restaurant,Rajasthan,Udaipur,4
Chaat Puchka,Restaurant,Uttar Pradesh,Meerut,3.2
Chaat Sansaar,Restaurant,Uttar Pradesh,Lucknow,4.2
Chaat Sarovar,Restaurant,Uttar Pradesh,Bareilly,3.8
Chaat Shaala,Restaurant,Maharashtra,Nagpur,4.1
Chaat Singh,Restaurant,Tamil Nadu,Coimbatore,4.3
Chaat Square,Restaurant,Tamil Nadu,Coimbatore,3.9
Chaat Street,Restaurant,Karnataka,Bangalore,4
Chaat Street - Desi Chaat & Chai,Restaurant,Maharashtra,Mumbai,3.2
Chaat Street - Desi Chaat & Chai,Restaurant,Tamil Nadu,Chennai,3.6
Chaat Street - Desi Chaat & Chai,Restaurant,Chandigarh,Chandigarh,3.7
Chaat Street - Desi Chaat & Chai,Restaurant,Maharashtra,Pune,3.8
Chaat Street - Desi Chaat & Chai,Restaurant,Delhi,NCR,3.8
Chaat Street - Desi Chaat & Chai,Restaurant,Rajasthan,Jaipur,4
Chaat Studio,Restaurant,Chandigarh,Chandigarh,3.8
Chaat Vilas,Restaurant,Chandigarh,Chandigarh,3.3
Chaatt's Spice Up,Restaurant,Gujarat,Jamnagar,4
Chaatu Specialty Foods,Restaurant,Uttar Pradesh,Bareilly,4.2
Chaatwich,Restaurant,Maharashtra,Mumbai,4.4
Chaayos Chai+Snacks=Relax,Restaurant,Chandigarh,Chandigarh,4.2
Chaayos Chai+Snacks=Relax,Restaurant,Telangana,Hyderabad,4.2
Chaayos Chai+Snacks=Relax,Restaurant,Maharashtra,Mumbai,4.3
Chaayos Chai+Snacks=Relax,Restaurant,Tamil Nadu,Chennai,4.3
Chaayos Chai+Snacks=Relax,Restaurant,Maharashtra,Pune,4.3
Chaayos Chai+Snacks=Relax,Restaurant,Delhi,NCR,4.3
Chaayos Chai+Snacks=Relax,Restaurant,Karnataka,Bangalore,4.4
Chaayos Chai+Snacks=Relax,Restaurant,Delhi,Delhi NCR,4.4
Chacha Bhatija Snacks Shop,Restaurant,West Bengal,Asansol,3.5
Chacha Chap Corner,Restaurant,Delhi,NCR,4.2
Chacha Chaudhary Ka Dosa,Restaurant,Uttar Pradesh,Allahabad,3.9
Chacha Chinese By New Prince,Restaurant,Gujarat,Ahmedabad,4
Chacha Choudhary Punjabi & Chinese,Restaurant,Gujarat,Vadodara,3.2
Chacha Choudhary Punjabi And Chinese,Restaurant,Gujarat,Vadodara,3.7
Chacha Chur Chur Naan,Restaurant,Uttar Pradesh,Aligarh,3.7
Chacha Fish Corner,Restaurant,Punjab,Ludhiana,4.3
Chacha Ji Fast Food Corner,Restaurant,Uttar Pradesh,Gorakhpur,3.9
Chacha Rolls,Restaurant,Maharashtra,Nagpur,3.7
Chacha Tikke Wala,Restaurant,Punjab,Jalandhar,3.3
Chacha Veg & Non Veg Dhaba,Restaurant,Punjab,Jalandhar,4.1
Chacha Wow Fast Food,Restaurant,Punjab,Ludhiana,3.9
Chachaji Makhan Wala Dhabha,Restaurant,Madhya Pradesh,Indore,3.2
Chacha's Kitchen,Restaurant,Rajasthan,Jaipur,4
Chache Da Dhaba,Restaurant,Chandigarh,Chandigarh,3.6
Chache Da Dhaba And National Point,Restaurant,Punjab,Amritsar,2.7
Chachi Vaishno Dhaba,Restaurant,Uttar Pradesh,Kanpur,4.2
Chack's Cafe,Restaurant,Gujarat,Vadodara,3.6
Chader Haat,Restaurant,West Bengal,Siliguri,4
Chafa Cafe And Studio,Restaurant,Maharashtra,Pune,4.2
Chahat Sweets And Namkeen,Restaurant,Madhya Pradesh,Bhopal,4
Chai 34,Restaurant,Madhya Pradesh,Bhopal,4.2
Chai Adda,Restaurant,Delhi,NCR,3.6
Chai Adda,Restaurant,Assam,Guwahati,4.2
Chai Apps,Restaurant,Punjab,Ludhiana,3.1
Chai Apps,Restaurant,Punjab,Jalandhar,3.8
Chai Bar,Restaurant,Uttar Pradesh,Varanasi,4
Chai Battalion,Restaurant,Uttar Pradesh,Allahabad,2.6
Chai Biskut Cafe,Restaurant,Madhya Pradesh,Indore,3.9
Chai Break,Restaurant,Jharkhand,Jamshedpur,3.9
Chai Break,Restaurant,Odisha,Cuttack,4.1
Chai Break,Restaurant,West Bengal,Kolkata,4.1
Chai Break,Restaurant,Odisha,Bhubaneswar,4.1
Chai Break,Restaurant,West Bengal,Kharagpur,4.3
Chai Calling,Restaurant,Uttar Pradesh,Bareilly,3.3
Chai Calling,Restaurant,West Bengal,Kolkata,4
Chai Chakhna Food Truck,Restaurant,Rajasthan,Ajmer,3.2
Chai Chaska 2.0,Restaurant,Madhya Pradesh,Ujjain,3.9
Chai Churi Cafe,Restaurant,Chandigarh,Chandigarh,4.1
Chai Chuski Chill,Restaurant,Chandigarh,Chandigarh,4
Chai Ciggie Cafe,Restaurant,West Bengal,Kolkata,4.1
Chai Cult,Restaurant,Kerala,Trivandrum,4.2
Chai Cuppi,Restaurant,Gujarat,Vadodara,4.1
Chai Express,Restaurant,Maharashtra,Pune,4.3
Chai G,Restaurant,Gujarat,Ahmedabad,4.2
Chai Galiyara,Restaurant,Uttar Pradesh,Firozabad,4.2
Chai Galli,Restaurant,Tamil Nadu,Chennai,4.2
Chai Garam,Restaurant,West Bengal,Kolkata,3.6
Chai Garam Cafe,Restaurant,Rajasthan,Kota,4.4
Chai Govindam,Restaurant,Chhattisgarh,Raipur,4.3
Chai Govindam,Restaurant,Chhattisgarh,Raipur,4.4
Chai Ho Jaye,Restaurant,Punjab,Jalandhar,3.8
Chai Kaapi,Restaurant,Madhya Pradesh,Indore,3.6
Chai Kaapi,Restaurant,Madhya Pradesh,Bhopal,4.2
Chai Kaapi,Restaurant,Madhya Pradesh,Ujjain,4.3
Chai Ketali,Restaurant,Maharashtra,Nashik,4.1
Chai Ki Chuski,Restaurant,Rajasthan,Kota,3.5
Chai Ki Chuski,Restaurant,Rajasthan,Jodhpur,3.8
Chai Ki Chuski,Restaurant,West Bengal,Kolkata,4.3
Chai Ki Haveli,Restaurant,Maharashtra,Jalgaon,3.9
Chai Ki Tapri Cafe,Restaurant,Uttarakhand,Dehradun,4.1
Chai Kings,Restaurant,Tamil Nadu,Coimbatore,4.2
Chai Kings,Restaurant,Tamil Nadu,Chennai,4.3
Chai Kings,Restaurant,Telangana,Hyderabad,4.5
Chai Krafters,Restaurant,Punjab,Ludhiana,3.9
Chai Kulcha Bar,Restaurant,Chandigarh,Chandigarh,4.2
Chai Lodge,Restaurant,Uttar Pradesh,Agra,4
Chai Mera Yaar,Restaurant,Uttar Pradesh,Lucknow,4
Chai Meri Zindagi,Restaurant,Punjab,Ludhiana,4.3
Chai Met Sutta,Restaurant,Assam,Guwahati,3.5
Chai Mode,Restaurant,Rajasthan,Jaipur,4.2
Chai n Gupshup,Restaurant,Tamil Nadu,Coimbatore,4
Chai n Gupshup,Restaurant,Tamil Nadu,Coimbatore,4.2
Chai Naasta,Restaurant,Assam,Guwahati,3.5
Chai Nashta,Restaurant,Uttar Pradesh,Allahabad,3.6
Chai Nashta,Restaurant,Gujarat,Vadodara,4
Chai NGO And Chaat Formula,Restaurant,Uttar Pradesh,Saharanpur,3.5
Chai O Bite,Restaurant,Punjab,Jalandhar,3.8
Chai Paratha,Restaurant,Chandigarh,Chandigarh,4.2
Chai Pe Charcha,Restaurant,Assam,Guwahati,3.2
Chai Pe Charcha,Restaurant,Maharashtra,Mumbai,4.1
Chai Pluss,Restaurant,Andhra Pradesh,Vijayawada,4
Chai Point,Restaurant,Punjab,Amritsar,4
Chai Point,Restaurant,Delhi,NCR,4.1
Chai Point,Restaurant,Delhi,Delhi NCR,4.1
Chai Point,Restaurant,Telangana,Hyderabad,4.2
Chai Point,Restaurant,Karnataka,Bangalore,4.2
Chai Point,Restaurant,Maharashtra,Mumbai,4.3
Chai Pyala,Restaurant,Maharashtra,Nashik,4.2
Chai Sabha,Restaurant,Uttar Pradesh,Lucknow,4
Chai Samosa,Restaurant,Uttar Pradesh,Agra,3.5
Chai Shai Bar,Restaurant,Uttar Pradesh,Jhansi,3.7
Chai Shai Bar,Restaurant,Maharashtra,Mumbai,3.7
Chai Shai Bar,Restaurant,Madhya Pradesh,Jabalpur,3.9
Chai Shai Bar,Restaurant,Rajasthan,Udaipur,4.2
Chai Shai Bza,Restaurant,Andhra Pradesh,Vijayawada,3.8
Chai Shai Cafe,Restaurant,Maharashtra,Amravati,3.7
Chai Shaye,Restaurant,Bihar,Patna,3.2
Chai Smoker,Restaurant,Rajasthan,Jaipur,4.1
Chai Soup Bar,Restaurant,Uttar Pradesh,Kanpur,4
Chai Station,Restaurant,Karnataka,Mangalore,4
Chai Su,Restaurant,Uttar Pradesh,Lucknow,4.1
Chai Sutta,Restaurant,Chhattisgarh,Raipur,3.6
Chai Sutta Bar,Restaurant,Bihar,Patna,3.5
Chai Sutta Bar,Restaurant,Gujarat,Ahmedabad,3.5
Chai Sutta Bar,Restaurant,Madhya Pradesh,Jabalpur,3.5
Chai Sutta Bar,Restaurant,Uttar Pradesh,Kanpur,3.6
Chai Sutta Bar,Restaurant,Rajasthan,Ajmer,3.6
Chai Sutta Bar,Restaurant,Punjab,Amritsar,3.6
Chai Sutta Bar,Restaurant,Jharkhand,Dhanbad,3.6
Chai Sutta Bar,Restaurant,Chandigarh,Chandigarh,3.6
Chai Sutta Bar,Restaurant,Maharashtra,Nashik,3.6
Chai Sutta Bar,Restaurant,West Bengal,Siliguri,3.6
Chai Sutta Bar,Restaurant,Madhya Pradesh,Indore,3.7
Chai Sutta Bar,Restaurant,Bihar,Darbhanga,3.7
Chai Sutta Bar,Restaurant,Bihar,Patna,3.7
Chai Sutta Bar,Restaurant,Jharkhand,Jamshedpur,3.7
Chai Sutta Bar,Restaurant,Uttar Pradesh,Meerut,3.7
Chai Sutta Bar,Restaurant,Punjab,Ludhiana,3.7
Chai Sutta Bar,Restaurant,Madhya Pradesh,Bhopal,3.8
Chai Sutta Bar,Restaurant,Gujarat,Vadodara,3.8
Chai Sutta Bar,Restaurant,Uttar Pradesh,Jhansi,3.8
Chai Sutta Bar,Restaurant,Uttar Pradesh,Bareilly,3.8
Chai Sutta Bar,Restaurant,Odisha,Bhubaneswar,3.9
Chai Sutta Bar,Restaurant,Punjab,Jalandhar,4
Chai Sutta Bar,Restaurant,Jharkhand,Jamshedpur,4
Chai Sutta Bar,Restaurant,Odisha,Cuttack,4
Chai Sutta Bar,Restaurant,Assam,Guwahati,4
Chai Sutta Bar,Restaurant,West Bengal,Kharagpur,4.1
Chai Sutta Bar,Restaurant,Uttarakhand,Rishikesh,4.1
Chai Sutta Bar,Restaurant,Maharashtra,Nagpur,4.1
Chai Sutta Bar,Restaurant,Uttarakhand,Dehradun,4.1
Chai Sutta Bar,Restaurant,Delhi,NCR,4.1
Chai Sutta Bar,Restaurant,Tamil Nadu,Chennai,4.1
Chai Sutta Bar,Restaurant,Gujarat,Rajkot,4.2
Chai Sutta Bar,Restaurant,Uttar Pradesh,Gorakhpur,4.2
Chai Sutta Bar,Restaurant,Uttar Pradesh,Allahabad,4.2
Chai Sutta Bar,Restaurant,Bihar,Motihari,4.2
Chai Sutta Bar,Restaurant,Rajasthan,Kota,4.2
Chai Sutta Bar,Restaurant,Gujarat,Surat,4.2
Chai Sutta Boyz,Restaurant,Madhya Pradesh,Bhopal,4
Chai Tapri,Restaurant,Jharkhand,Jamshedpur,3.7
Chai Tapri,Restaurant,Maharashtra,Nashik,3.9
Chai Tapri,Restaurant,Maharashtra,Nashik,3.9
Chai Thikana,Restaurant,Madhya Pradesh,Indore,4.3
Chai Time,Restaurant,Assam,Guwahati,3.9
Chai Truck,Restaurant,Puducherry,Puducherry,3.8
Chai Truck,Restaurant,Puducherry,Puducherry,4
Chai Tune - A Tea Cafe,Restaurant,Chhattisgarh,Raipur,4.3
Chai Vaai Cafe,Restaurant,Madhya Pradesh,Indore,3.5
Chai Vaai Cafe,Restaurant,Punjab,Jalandhar,4
Chai Vaai Cafe,Restaurant,Bihar,Patna,4
Chai Villa,Restaurant,Maharashtra,Nagpur,3.9
Chai Villa,Restaurant,Maharashtra,Nagpur,4
Chai Waale,Restaurant,Tamil Nadu,Chennai,4.2
Chai Wai,Restaurant,Gujarat,Ahmedabad,3.7
Chai Wai,Restaurant,Gujarat,Vadodara,4
Chai Wai & Coffee 24/7,Restaurant,Punjab,Amritsar,3.5
Chai Wala,Restaurant,Rajasthan,Kota,3.4
Chai Wala Babu,Restaurant,Odisha,Cuttack,3.9
Chai World,Restaurant,Tamil Nadu,Chennai,4.4
Chai Xpress,Restaurant,Uttar Pradesh,Varanasi,3.5
Chai Zaika,Restaurant,Gujarat,Vadodara,3.8
Chai.On,Restaurant,Uttar Pradesh,Allahabad,3.6
ChaiApps,Restaurant,Punjab,Ludhiana,4
Chaiapps - Next Door Bliss,Restaurant,West Bengal,Kolkata,3.8
Chaiapps Khialas Cafe,Restaurant,Punjab,Amritsar,3.7
Chaibubble,Restaurant,Jharkhand,Ranchi,4.1
Chaicup,Restaurant,Tamil Nadu,Chennai,4
Chaifeteria,Restaurant,Rajasthan,Udaipur,4.3
Chaigram Canteen,Restaurant,West Bengal,Kolkata,3.9
Chaika,Restaurant,Uttar Pradesh,Jhansi,4
Chaileela,Restaurant,Madhya Pradesh,Bhopal,4.2
Chaina Ram Sindhi Confectioners,Restaurant,Delhi,NCR,4.5
Chaina Ram Sindhi Confectioners,Restaurant,Delhi,Delhi NCR,4.5
Chainess,Restaurant,Uttar Pradesh,Agra,4.2
Chaisto,Restaurant,Rajasthan,Kota,4
Chaisto,Restaurant,Rajasthan,Jaipur,4
Chaitanya,Restaurant,Maharashtra,Mumbai,4.4
Chaitanya Snacks Center,Restaurant,Maharashtra,Solapur,4.3
Chaiwala,Restaurant,Chandigarh,Chandigarh,3.6
Chak Lo India,Restaurant,Rajasthan,Jodhpur,3.8
Chakabhai Bhel Wala,Restaurant,Gujarat,Surat,4.2
Chakachak Restaurant And Cafe,Restaurant,Gujarat,Vadodara,3.7
Chakh Le India,Restaurant,Gujarat,Vadodara,3.1
Chakhna Cafe,Restaurant,Madhya Pradesh,Indore,3.5
Chakhna Restaurant And Cafe,Restaurant,Bihar,Patna,3.9
Chakhnaa,Restaurant,Jharkhand,Jamshedpur,3.7
Chakho,Restaurant,Delhi,NCR,4
Chakna Hai Kya,Restaurant,Uttarakhand,Dehradun,3.3
Chakna House,Restaurant,Bihar,Gaya,3.8
Chakna Kitchen,Restaurant,Maharashtra,Nagpur,4.1
Chakra Multicuisine Restaurant,Restaurant,Tamil Nadu,Tirunelveli,3.6
Chalai Rahmaniya Kethel's Chicken,Restaurant,Kerala,Trivandrum,3.9
Chalte Firte Momos & Special Foods,Restaurant,Delhi,Delhi NCR,4
Chalte Firte Momos & Special Foods,Restaurant,Delhi,NCR,4
Chaman chaat bhandar,Restaurant,Uttar Pradesh,Bareilly,4.2
Chaman Dhaba,Restaurant,Delhi,NCR,4
Chaman Family Restaurant,Restaurant,Punjab,Amritsar,3.9
Chaman Pavitra Bhojnalaya,Restaurant,Rajasthan,Jaipur,4.3
Champaklal Pavbhaji,Restaurant,Gujarat,Vadodara,4.2
Champaran,Restaurant,Uttar Pradesh,Varanasi,3.3
Champaran Family Restaurant,Restaurant,Uttar Pradesh,Varanasi,3.6
Champaran Handi House,Restaurant,Rajasthan,Kota,3.9
Champaran Handi Meat - 24*7,Restaurant,Uttar Pradesh,Lucknow,3.2
Champaran Handi Meat House,Restaurant,Punjab,Ludhiana,4.1
Champaran Handi Meat House,Restaurant,Uttar Pradesh,Gorakhpur,4.3
Champaran Handi Meat House-Hygiene & Safe,Restaurant,Uttar Pradesh,Lucknow,3.1
Champaran Meat,Restaurant,West Bengal,Kolkata,3.5
Champaran Meat Corner,Restaurant,West Bengal,Kolkata,3.8
Champaran Meat House,Restaurant,Jharkhand,Jamshedpur,3.3
Champaran Meat House,Restaurant,Jharkhand,Jamshedpur,3.4
Champaran Meat House,Restaurant,Bihar,Patna,3.4
Champaran Meat House,Restaurant,Jharkhand,Jamshedpur,3.5
Champaran Meat House,Restaurant,Bihar,Patna,3.5
Champaran Meat House,Restaurant,Jharkhand,Dhanbad,3.5
Champaran Meat House,Restaurant,Uttar Pradesh,Gorakhpur,3.7
Champaran Meat House,Restaurant,Jharkhand,Jamshedpur,3.7
Champaran Meat House,Restaurant,Uttar Pradesh,Varanasi,3.8
Champaran Meat House,Restaurant,Bihar,Patna,3.8
Champaran Meat House,Restaurant,Delhi,Delhi NCR,4.1
Champaran Meat House,Restaurant,Bihar,Gaya,4.1
Champaran Meat House,Restaurant,Rajasthan,Kota,4.1
Champaran Meat House Desi Swaad,Restaurant,Jharkhand,Dhanbad,3.3
Champaran Meat House TM,Restaurant,Bihar,Patna,3.9
Champaran Rasoi,Restaurant,Uttar Pradesh,Gorakhpur,4
Champaran Restaurant,Restaurant,Uttar Pradesh,Varanasi,3.1
Champaran Restaurant,Restaurant,Uttar Pradesh,Varanasi,3.5
Chamunda - The Lassi Shop,Restaurant,Gujarat,Junagadh,4.2
Chamunda Chai,Restaurant,Gujarat,Surat,4.1
Chamunda Idli Sambhar,Restaurant,Gujarat,Bhavnagar,3.7
Chamunda Krupa Lassi & Juice,Restaurant,Gujarat,Bhavnagar,4.1
Chamunda Lassi,Restaurant,Gujarat,Junagadh,4.3
Chamunda Restaurant And Bar,Restaurant,Rajasthan,Ajmer,4
Chamunda The Lassi Shop,Restaurant,Gujarat,Rajkot,4
Chana Zor Garam,Restaurant,West Bengal,Kolkata,3.8
Chanakya Hotel,Restaurant,Rajasthan,Bikaner,3.5
Chanchal Dhaba,Restaurant,Assam,Guwahati,4.3
Chanchal Hotel,Restaurant,Uttar Pradesh,Agra,3.7
Chanchal Namkeen,Restaurant,Madhya Pradesh,Indore,3.7
Chanchal Restaurant,Restaurant,Uttarakhand,Dehradun,3.5
Chanda Cafe,Restaurant,Uttar Pradesh,Allahabad,3.7
Chandan Bhojnalaya,Restaurant,Gujarat,Surat,3.9
Chandan Biscuit,Restaurant,Uttar Pradesh,Kanpur,4.3
Chandan Dhaba,Restaurant,Bihar,Patna,3.6
Chandan Hotel,Restaurant,Bihar,Patna,3.8
Chandan Hotel,Restaurant,Bihar,Gaya,4.2
Chandan Omlette Center,Restaurant,Gujarat,Surat,4.3
Chandani Chowk To China,Restaurant,Jharkhand,Jamshedpur,4
Chander Juice Center,Restaurant,Uttar Pradesh,Moradabad,3.9
Chanderi Hut Family Dhaba,Restaurant,Chhattisgarh,Raipur,3.8
Chander's - The Thirst Quencher,Restaurant,Uttar Pradesh,Moradabad,3.8
Chander's Premium,Restaurant,Uttar Pradesh,Moradabad,4
Chandigarh Cafe,Restaurant,Chandigarh,Chandigarh,3.8
Chandigarh Chulha,Restaurant,Chandigarh,Chandigarh,3.1
Chandigarh Flavours,Restaurant,Chandigarh,Chandigarh,4
Chandigarh Hotel,Restaurant,West Bengal,Kolkata,3.8
Chandigarh Junction,Restaurant,Chandigarh,Chandigarh,3.8
Chandigarh Rolls,Restaurant,Chandigarh,Chandigarh,3.4
Chandigarh Rolls Maker,Restaurant,Chandigarh,Chandigarh,3.4
Chandigarh To Chennai,Restaurant,West Bengal,Kolkata,4
Chandni Chowk,Restaurant,Punjab,Jalandhar,3.3
Chandni Chowk Food Court,Restaurant,Uttar Pradesh,Meerut,4.1
Chandni Food Service,Restaurant,Uttar Pradesh,Meerut,3.9
Chandra Restaurant,Restaurant,Uttar Pradesh,Bareilly,3.6
Chandra Shahi Samosa,Restaurant,Rajasthan,Jodhpur,4.2
Chandrakala Sweets,Restaurant,Madhya Pradesh,Jabalpur,4.4
Chandraksh Bhoj,Restaurant,Delhi,NCR,3.9
Chandralok Kachouri,Restaurant,Uttar Pradesh,Allahabad,4.3
Chandramukhi Bhojnalay,Restaurant,Uttar Pradesh,Lucknow,4.1
Chandravilas Bhojnalay,Restaurant,Madhya Pradesh,Indore,3.3
Chandravilas Bhuvan,Restaurant,Maharashtra,Pune,4.2
Chandu Chinese Food Centre,Restaurant,Karnataka,Mangalore,4.5
Chandu Halwai,Restaurant,Maharashtra,Mumbai,4.4
Chandu Restaurant,Restaurant,Rajasthan,Jodhpur,4
Chandu Restaurant And Fast Food,Restaurant,Rajasthan,Jodhpur,4.2
Chandu Thali Wala,Restaurant,Rajasthan,Jodhpur,3.9
Chandubhai Bhelwala,Restaurant,Gujarat,Rajkot,4.2
Chandubhai Omlet Wala,Restaurant,Gujarat,Surat,4.2
Chandulal Rasvanti Snacks & Colddrinks,Restaurant,Maharashtra,Jalgaon,3.3
Chandulal Raswanti and Cold Drinks (Fule Market),Restaurant,Maharashtra,Jalgaon,3.4
Chandu's Kitchen Multi Cuisine Family Restaurant,Restaurant,Andhra Pradesh,Vijayawada,4.1
Chang Mai,Restaurant,Assam,Guwahati,4.4
Changezi Chicken,Restaurant,Delhi,NCR,3
Changezi Chicken,Restaurant,Uttar Pradesh,Gorakhpur,3.6
Changezi Chicken,Restaurant,Delhi,NCR,4.1
Changezi Chicken Restaurant,Restaurant,Uttar Pradesh,Allahabad,4.1
Chango's,Restaurant,Uttar Pradesh,Lucknow,4.1
Chang's Legacy,Restaurant,Madhya Pradesh,Indore,4
Changu Mangu,Restaurant,Bihar,Patna,3.8
Chanoya,Restaurant,Jharkhand,Jamshedpur,3.7
Chanpatiya Meet Pratha House,Restaurant,Bihar,Patna,3.4
Chaoji Khaoji,Restaurant,Rajasthan,Udaipur,3.5
ChaoMan,Restaurant,Punjab,Patiala,4.3
Chapathi Mane,Restaurant,Karnataka,Bangalore,4.3
Chapo,Restaurant,Madhya Pradesh,Indore,3.7
Chappan Bhog,Restaurant,Madhya Pradesh,Bhopal,4.5
Chappan Bhog Sweets,Restaurant,Uttar Pradesh,Saharanpur,3.8
Chaps - In Fast Food,Restaurant,Chandigarh,Chandigarh,4.2
Chapter 2,Restaurant,West Bengal,Kolkata,4.2
Chapter One,Restaurant,Chhattisgarh,Raipur,3.8
Chapter One Momos,Restaurant,Chhattisgarh,Raipur,3.7
Char Grills,Restaurant,Tamil Nadu,Coimbatore,3.3
Charaka Mess,Restaurant,Karnataka,Belgaum,4.3
Charan Juice & Confectionery,Restaurant,Punjab,Patiala,4.4
Charbhuja Chaat,Restaurant,Rajasthan,Udaipur,4.1
Charbhuja Sandwich,Restaurant,Gujarat,Ahmedabad,4.2
Charbhuja Sandwich Centre,Restaurant,Gujarat,Ahmedabad,4.1
Charcoal,Restaurant,Goa,Goa,4.1
Charcoal Eats - Biryani & Beyond,Restaurant,Maharashtra,Mumbai,4.1
Charcoal Kebaberie,Restaurant,West Bengal,Kolkata,4.4
Charcoal Restaurant,Restaurant,Uttar Pradesh,Gonda,4
Charcoal Shawarma,Restaurant,Kerala,Trivandrum,3.6
Charcoal Shawarma,Restaurant,Kerala,Trivandrum,3.9
Charles Chicken,Restaurant,Tamil Nadu,Madurai,4
Charlie Bakery,Restaurant,Rajasthan,Udaipur,4.4
Charlie Chang's,Restaurant,Goa,Goa,4.3
Charminar Biryani House,Restaurant,Karnataka,Bangalore,4.1
Charminar Restaurant,Restaurant,Karnataka,Mangalore,3.6
Chaska,Restaurant,Rajasthan,Bikaner,3.6
Chaska,Restaurant,Uttar Pradesh,Kanpur,4.2
Chaska,Restaurant,Assam,Guwahati,4.4
Chaska- A Unit Of J K Cafeteria,Restaurant,Assam,Guwahati,4.1
Chaska By Taste,Restaurant,Uttar Pradesh,Saharanpur,2.8
Chaska Chaat,Restaurant,Tamil Nadu,Chennai,4
Chaska Express,Restaurant,Uttar Pradesh,Moradabad,4
Chaska Food Corner,Restaurant,Uttar Pradesh,Meerut,3.7
Chaska Maska,Restaurant,Maharashtra,Nashik,4
Chaska Momos Fast Food,Restaurant,Madhya Pradesh,Bhopal,3.7
Chaska Swaad Ka !,Restaurant,Uttar Pradesh,Lucknow,4
Chaskaa,Restaurant,Maharashtra,Nagpur,4.1
Chat Corner,Restaurant,Telangana,Hyderabad,4.3
Chat N Chill,Restaurant,Telangana,Warangal,3.9
Chat Palace,Restaurant,Madhya Pradesh,Indore,3.7
Chat Street,Restaurant,Punjab,Ludhiana,3.2
Chat Zone,Restaurant,Telangana,Hyderabad,4
Chatar Patar,Restaurant,West Bengal,Kolkata,4.2
Chatar Patar,Restaurant,Uttar Pradesh,Gorakhpur,4.3
Chatka Matka,Restaurant,Rajasthan,Jaipur,4.3
Chatkaars Handi,Restaurant,Uttar Pradesh,Lucknow,4
Chatkara Chandni Chowk Ka,Restaurant,Delhi,NCR,4.3
Chatkara Food Court,Restaurant,Bihar,Patna,4.3
Chatkara Sweets And Bakery,Restaurant,Bihar,Patna,4
Chatkazz,Restaurant,Gujarat,Rajkot,3.8
Chatkazz,Restaurant,Gujarat,Rajkot,4
Chatkazz,Restaurant,Rajasthan,Udaipur,4
Chatkazz Spice Up,Restaurant,Gujarat,Bhavnagar,4.3
Chatkeens,Restaurant,Rajasthan,Udaipur,4.3
Chatniz,Restaurant,Gujarat,Vadodara,3.1
Chatora Station Restaurant,Restaurant,Uttar Pradesh,Agra,4
Chatore,Restaurant,Gujarat,Surat,3
Chatore,Restaurant,Jharkhand,Jamshedpur,3.8
Chatore Stop,Restaurant,Assam,Guwahati,4.2
Chatoree,Restaurant,Gujarat,Vadodara,3.6
Chatoree,Restaurant,Gujarat,Vadodara,3.9
Chatoree,Restaurant,Gujarat,Vadodara,4
Chatorelal Food Court,Restaurant,Uttar Pradesh,Agra,3.9
Chatore's Chaat,Restaurant,Gujarat,Surat,3.2
Chatori Chachi,Restaurant,Madhya Pradesh,Indore,4.2
Chatori Chat,Restaurant,Maharashtra,Amravati,3.6
Chatori Dadi,Restaurant,Uttar Pradesh,Meerut,3.8
Chatori Gali,Restaurant,Jharkhand,Ranchi,4.3
Chatori Gully,Restaurant,Himachal Pradesh,Dharamshala,4
Chatpata,Restaurant,Gujarat,Surat,3.7
Chatpata,Restaurant,Gujarat,Surat,3.8
Chatpata Aangan,Restaurant,Maharashtra,Jalgaon,3.9
Chatpata Bati Chokha,Restaurant,Uttar Pradesh,Varanasi,3.7
Chatpata Chat House,Restaurant,Tamil Nadu,Chennai,3.5
Chatpata Dhabha Restaurant,Restaurant,Rajasthan,Kota,3.1
Chatpataas Pizza,Restaurant,Uttar Pradesh,Allahabad,3.9
Chatpataa's Pizza,Restaurant,Uttar Pradesh,Allahabad,4.2
Chatpatasty,Restaurant,Madhya Pradesh,Bhopal,3.6
Chatpati Gali,Restaurant,Chandigarh,Chandigarh,3.8
Chatpati Rasoi,Restaurant,Chhattisgarh,Raipur,3.7
Chats Cafe,Restaurant,Karnataka,Mysore,4.2
