Name,Category,State,City,Rating
Pizza Hut,Restaurant,Punjab,Ludhiana,3.5
Pizza Hut,Restaurant,Maharashtra,Solapur,3.6
Pizza Hut,Restaurant,Punjab,Jalandhar,3.6
Pizza Hut,Restaurant,Tamil Nadu,Chennai,3.6
Pizza Hut,Restaurant,Maharashtra,Nagpur,3.6
Pizza Hut,Restaurant,Gujarat,Surat,3.6
Pizza Hut,Restaurant,Maharashtra,Amravati,3.6
Pizza Hut,Restaurant,Gujarat,Jamnagar,3.6
Pizza Hut,Restaurant,Andhra Pradesh,Guntur,3.6
Pizza Hut,Restaurant,Goa,Goa,3.6
Pizza Hut,Restaurant,Uttarakhand,Haridwar,3.7
Pizza Hut,Restaurant,Madhya Pradesh,Indore,3.7
Pizza Hut,Restaurant,Punjab,Amritsar,3.7
Pizza Hut,Restaurant,Chandigarh,Chandigarh,3.7
Pizza Hut,Restaurant,Punjab,Patiala,3.7
Pizza Hut,Restaurant,Gujarat,Rajkot,3.8
Pizza Hut,Restaurant,Gujarat,Bhavnagar,3.8
Pizza Hut,Restaurant,Maharashtra,Kolhapur,3.8
Pizza Hut,Restaurant,Jharkhand,Ranchi,3.8
Pizza Hut,Restaurant,Maharashtra,Mumbai,3.8
Pizza Hut,Restaurant,Rajasthan,Ajmer,3.8
Pizza Hut,Restaurant,Telangana,Warangal,3.8
Pizza Hut,Restaurant,Uttarakhand,Dehradun,3.8
Pizza Hut,Restaurant,Uttar Pradesh,Bareilly,3.8
Pizza Hut,Restaurant,Kerala,Thrissur,3.8
Pizza Hut,Restaurant,Odisha,Bhubaneswar,3.8
Pizza Hut,Restaurant,Uttar Pradesh,Varanasi,3.8
Pizza Hut,Restaurant,Tamil Nadu,Trichy,3.8
Pizza Hut,Restaurant,Gujarat,Ahmedabad,3.8
Pizza Hut,Restaurant,Maharashtra,Nashik,3.9
Pizza Hut,Restaurant,Rajasthan,Jaipur,3.9
Pizza Hut,Restaurant,Andhra Pradesh,Nellore,3.9
Pizza Hut,Restaurant,Tamil Nadu,Madurai,3.9
Pizza Hut,Restaurant,Uttar Pradesh,Aligarh,3.9
Pizza Hut,Restaurant,Tamil Nadu,Madurai,3.9
Pizza Hut,Restaurant,Bihar,Patna,3.9
Pizza Hut,Restaurant,Rajasthan,Udaipur,3.9
Pizza Hut,Restaurant,Uttar Pradesh,Jhansi,3.9
Pizza Hut,Restaurant,Uttar Pradesh,Moradabad,3.9
Pizza Hut,Restaurant,West Bengal,Siliguri,3.9
Pizza Hut,Restaurant,Uttar Pradesh,Allahabad,3.9
Pizza Hut,Restaurant,Himachal Pradesh,Manali,4
Pizza Hut,Restaurant,Tamil Nadu,Salem,4
Pizza Hut,Restaurant,Karnataka,Bangalore,4
Pizza Hut,Restaurant,Rajasthan,Jodhpur,4
Pizza Hut,Restaurant,Delhi,Delhi NCR,4
Pizza Hut,Restaurant,West Bengal,Kolkata,4
Pizza Hut,Restaurant,Madhya Pradesh,Jabalpur,4
Pizza Hut,Restaurant,Delhi,NCR,4
Pizza Hut,Restaurant,Telangana,Hyderabad,4
Pizza Hut,Restaurant,Odisha,Bhubaneswar,4.1
Pizza Hut,Restaurant,Rajasthan,Kota,4.1
Pizza Hut,Restaurant,Assam,Guwahati,4.1
Pizza Hut,Restaurant,Kerala,Palakkad,4.1
Pizza Hut,Restaurant,Tamil Nadu,Vellore,4.1
Pizza Hut,Restaurant,Odisha,Cuttack,4.1
Pizza Hut,Restaurant,Uttar Pradesh,Meerut,4.2
Pizza Hut,Restaurant,West Bengal,Durgapur,4.2
Pizza Hut,Restaurant,Karnataka,Manipal,4.3
Pizza Hut,Restaurant,Andhra Pradesh,Visakhapatnam,4.3
Pizza Hut Express,Restaurant,Maharashtra,Pune,3.7
Pizza Hutt Point,Restaurant,Uttar Pradesh,Bareilly,4
Pizza In,Restaurant,Chandigarh,Chandigarh,3
Pizza In,Restaurant,Uttar Pradesh,Gorakhpur,3.5
Pizza In House,Restaurant,Uttar Pradesh,Gorakhpur,3.3
Pizza In The Box,Restaurant,Uttar Pradesh,Kanpur,3.8
Pizza Industry,Restaurant,Punjab,Jalandhar,4.2
Pizza Italia,Restaurant,Uttarakhand,Dehradun,3.8
Pizza Italia,Restaurant,Uttarakhand,Dehradun,3.8
Pizza Italia,Restaurant,Uttarakhand,Dehradun,3.9
Pizza Italia Wood Oven,Restaurant,Punjab,Jalandhar,4.1
Pizza Italiana,Restaurant,Uttarakhand,Rishikesh,3.7
Pizza Italiano,Restaurant,Jharkhand,Jamshedpur,2.7
Pizza Italiano,Restaurant,Uttar Pradesh,Kanpur,3.5
Pizza Italiano,Restaurant,Uttar Pradesh,Lucknow,3.9
Pizza Joint,Restaurant,Bihar,Gaya,3.4
Pizza Joint 70,Restaurant,Chandigarh,Chandigarh,3.6
Pizza Junction,Restaurant,Rajasthan,Kota,3.5
Pizza Junction,Restaurant,Uttar Pradesh,Moradabad,3.6
Pizza Junction,Restaurant,Chhattisgarh,Raipur,3.6
Pizza Junction,Restaurant,Uttar Pradesh,Jhansi,3.6
Pizza Junction,Restaurant,Uttar Pradesh,Allahabad,3.8
Pizza Junction,Restaurant,Uttar Pradesh,Gorakhpur,3.9
Pizza Junction,Restaurant,Uttar Pradesh,Gorakhpur,4
Pizza Junction,Restaurant,Punjab,Ludhiana,4.1
Pizza Junction,Restaurant,Uttar Pradesh,Kanpur,4.2
Pizza Kadai,Restaurant,Tamil Nadu,Coimbatore,3.1
Pizza Kafeteria,Restaurant,Uttar Pradesh,Kanpur,3.8
Pizza Kalakar,Restaurant,Punjab,Jalandhar,4.1
Pizza King,Restaurant,Madhya Pradesh,Indore,3.1
Pizza King,Restaurant,Uttar Pradesh,Saharanpur,3.1
Pizza King,Restaurant,Uttar Pradesh,Gorakhpur,3.6
Pizza King,Restaurant,Uttar Pradesh,Varanasi,3.6
Pizza King,Restaurant,Punjab,Amritsar,3.8
Pizza King,Restaurant,Uttar Pradesh,Moradabad,3.8
Pizza King,Restaurant,Uttar Pradesh,Lucknow,4.1
Pizza King,Restaurant,Chandigarh,Chandigarh,4.2
Pizza King,Restaurant,West Bengal,Kolkata,4.3
Pizza King And Burger,Restaurant,Uttar Pradesh,Moradabad,4.1
Pizza King Mania,Restaurant,Uttar Pradesh,Gorakhpur,3.9
Pizza Kings,Restaurant,Uttar Pradesh,Kanpur,3.7
Pizza Kitchen,Restaurant,Uttar Pradesh,Kanpur,3.6
Pizza Kitchen,Restaurant,Maharashtra,Pune,3.9
Pizza Kitchen,Restaurant,Uttar Pradesh,Varanasi,3.9
Pizza Kitchen,Restaurant,Madhya Pradesh,Bhopal,4.2
Pizza Kitchen & More,Restaurant,Uttar Pradesh,Kanpur,2.9
Pizza Korner,Restaurant,Karnataka,Mysore,4.2
Pizza Lajabaab Express Restaurant,Restaurant,Bihar,Gaya,3.2
Pizza Lajabaab Restaurant,Restaurant,Bihar,Gaya,3.2
Pizza Land,Restaurant,Gujarat,Vadodara,4.2
Pizza Land,Restaurant,Chandigarh,Chandigarh,4.2
Pizza Library,Restaurant,Uttar Pradesh,Agra,4.1
Pizza Licious,Restaurant,Rajasthan,Jaipur,4
Pizza Lounge,Restaurant,Rajasthan,Kota,3.6
Pizza Lounge,Restaurant,Tamil Nadu,Chennai,4.3
Pizza Love,Restaurant,West Bengal,Durgapur,4.1
Pizza Lovers,Restaurant,Uttar Pradesh,Allahabad,3.5
Pizza Lovers,Restaurant,Uttar Pradesh,Lucknow,3.7
Pizza Machine,Restaurant,Uttar Pradesh,Allahabad,4
Pizza Makeline,Restaurant,Maharashtra,Nashik,4
Pizza Maker,Restaurant,Madhya Pradesh,Indore,3
Pizza Makers,Restaurant,Chandigarh,Chandigarh,3.3
Pizza Mania,Restaurant,Uttar Pradesh,Meerut,3.2
Pizza Mania,Restaurant,Andhra Pradesh,Vijayawada,3.7
Pizza Mania,Restaurant,Andhra Pradesh,Visakhapatnam,3.8
Pizza Mania,Restaurant,Uttar Pradesh,Lucknow,4
Pizza Mania Desi Tadka,Restaurant,Uttarakhand,Haridwar,4.1
Pizza Mantri,Restaurant,Uttar Pradesh,Lucknow,3.3
Pizza Margherita United Kitchens,Restaurant,Gujarat,Vadodara,3.8
Pizza Mark,Restaurant,Karnataka,Mangalore,3.8
Pizza Mart,Restaurant,Uttar Pradesh,Jhansi,3.2
Pizza Mart,Restaurant,Uttar Pradesh,Gorakhpur,3.8
Pizza Mart,Restaurant,Uttar Pradesh,Moradabad,3.9
Pizza Maverik,Restaurant,Gujarat,Vadodara,4.1
Pizza Memories,Restaurant,Punjab,Amritsar,3.8
Pizza Mets Burger,Restaurant,Rajasthan,Jodhpur,3
Pizza Mexicana,Restaurant,Punjab,Ludhiana,4
Pizza Mia,Restaurant,Goa,Goa,3.7
Pizza Musketeer,Restaurant,Madhya Pradesh,Bhopal,4.1
Pizza NID,Restaurant,Chhattisgarh,Raipur,3.3
Pizza Olive,Restaurant,Chhattisgarh,Raipur,4.2
Pizza On Fire,Restaurant,Maharashtra,Nagpur,3.9
Pizza On The Rock,Restaurant,Gujarat,Vadodara,4.2
Pizza Palace,Restaurant,Uttar Pradesh,Gorakhpur,3.9
Pizza Palace,Restaurant,Uttar Pradesh,Moradabad,4.1
Pizza Palate,Restaurant,Tamil Nadu,Coimbatore,3.6
Pizza Pandey,Restaurant,Uttar Pradesh,Lucknow,3.7
Pizza Paradise,Restaurant,Uttar Pradesh,Jhansi,3.3
Pizza Paradise,Restaurant,Uttar Pradesh,Bareilly,3.9
Pizza Paradise,Restaurant,Punjab,Amritsar,3.9
Pizza Paradise,Restaurant,Jharkhand,Ranchi,3.9
Pizza Paradise,Restaurant,Madhya Pradesh,Bhopal,4.1
Pizza Paradize,Restaurant,Tamil Nadu,Coimbatore,4.1
Pizza Paradize,Restaurant,Tamil Nadu,Coimbatore,4.3
Pizza Paradize @ Home,Restaurant,Tamil Nadu,Coimbatore,4.2
Pizza Parlour,Restaurant,Odisha,Cuttack,3.8
Pizza Partner,Restaurant,Uttar Pradesh,Kanpur,4.1
Pizza Party,Restaurant,Kerala,Trivandrum,3.2
Pizza Party,Restaurant,Uttarakhand,Dehradun,4.3
Pizza Passarella,Restaurant,Jharkhand,Jamshedpur,4.1
Pizza Pasta Day,Restaurant,Uttar Pradesh,Agra,4
Pizza Peddler,Restaurant,Jharkhand,Jamshedpur,3.5
Pizza Peddler,Restaurant,Jharkhand,Jamshedpur,3.7
Pizza Peoples.Com,Restaurant,Madhya Pradesh,Jabalpur,3.6
Pizza Perk's By Hangry,Restaurant,Chandigarh,Chandigarh,3.1
Pizza Petika,Restaurant,Gujarat,Surat,4
Pizza Pie,Restaurant,Uttar Pradesh,Jhansi,3.5
Pizza Pie,Restaurant,Uttar Pradesh,Lucknow,3.9
Pizza Pie,Restaurant,Gujarat,Surat,4.1
Pizza Pind Slice,Restaurant,Uttar Pradesh,Kanpur,3.6
Pizza Pirates,Restaurant,Uttar Pradesh,Moradabad,3.4
Pizza Pirates,Restaurant,Delhi,NCR,3.9
Pizza Pirates,Restaurant,Punjab,Ludhiana,3.9
Pizza Pitara,Restaurant,Uttar Pradesh,Gorakhpur,3.5
Pizza Place,Restaurant,Rajasthan,Kota,3.5
Pizza Place,Restaurant,Chandigarh,Chandigarh,3.9
Pizza Place,Restaurant,Punjab,Ludhiana,4
Pizza Planet,Restaurant,Punjab,Amritsar,3.5
Pizza Planet,Restaurant,Punjab,Jalandhar,3.9
Pizza Plaza,Restaurant,Uttar Pradesh,Gorakhpur,3.4
Pizza Plaza,Restaurant,Punjab,Patiala,3.5
Pizza Plaza,Restaurant,Uttar Pradesh,Lucknow,4.1
Pizza Plaza,Restaurant,Punjab,Jalandhar,4.3
Pizza Plus,Restaurant,Uttar Pradesh,Gorakhpur,3.9
Pizza Point,Restaurant,Uttar Pradesh,Bareilly,3.2
Pizza Point,Restaurant,Uttar Pradesh,Bareilly,3.5
Pizza Point,Restaurant,Punjab,Ludhiana,3.6
Pizza Point,Restaurant,Uttar Pradesh,Bareilly,3.6
Pizza Point,Restaurant,Uttar Pradesh,Bareilly,3.7
Pizza Point,Restaurant,Gujarat,Surat,3.7
Pizza Point,Restaurant,West Bengal,Siliguri,3.9
Pizza Point,Restaurant,Maharashtra,Nagpur,3.9
Pizza Point,Restaurant,West Bengal,Kharagpur,4
Pizza Point,Restaurant,Uttar Pradesh,Gorakhpur,4
Pizza Point,Restaurant,Maharashtra,Pune,4
Pizza Point Muglisara,Restaurant,Gujarat,Surat,4.2
Pizza Pool,Restaurant,Uttar Pradesh,Lucknow,4.2
Pizza POP,Restaurant,Punjab,Jalandhar,4.3
Pizza Potter,Restaurant,Uttar Pradesh,Lucknow,4.1
Pizza Power,Restaurant,Uttar Pradesh,Gorakhpur,3.9
Pizza Pro,Restaurant,Uttar Pradesh,Gorakhpur,3.3
Pizza Pro,Restaurant,Uttar Pradesh,Meerut,3.7
Pizza Pub,Restaurant,Uttar Pradesh,Lucknow,4
Pizza Pub,Restaurant,Uttar Pradesh,Lucknow,4.3
Pizza Puram,Restaurant,Jharkhand,Jamshedpur,4
Pizza Restaurant,Restaurant,Uttar Pradesh,Saharanpur,4.2
Pizza Roberto,Restaurant,Punjab,Jalandhar,4.3
Pizza Roma,Restaurant,Punjab,Ludhiana,3.7
Pizza Sailorz,Restaurant,Chandigarh,Chandigarh,4
Pizza Sector,Restaurant,Punjab,Patiala,3.3
Pizza Shack,Restaurant,Maharashtra,Nashik,4.1
Pizza Shop,Restaurant,Madhya Pradesh,Bhopal,3.3
Pizza Shop,Restaurant,Uttar Pradesh,Gorakhpur,4.4
Pizza Singh,Restaurant,Uttar Pradesh,Lucknow,3.1
Pizza Slice,Restaurant,Odisha,Cuttack,3.7
Pizza Slice,Restaurant,Uttar Pradesh,Allahabad,4
Pizza Smith,Restaurant,Punjab,Amritsar,3.9
Pizza Spot's,Restaurant,Uttar Pradesh,Lucknow,3.7
Pizza Square,Restaurant,Tamil Nadu,Chennai,2.9
Pizza Square & Fast Food Parlour,Restaurant,Rajasthan,Jaipur,3.8
Pizza Star,Restaurant,Uttar Pradesh,Gorakhpur,4
Pizza Station,Restaurant,Maharashtra,Nagpur,3.4
Pizza Station,Restaurant,Uttar Pradesh,Jhansi,3.7
Pizza Station,Restaurant,Odisha,Cuttack,3.8
Pizza Station,Restaurant,Uttar Pradesh,Gorakhpur,4.2
Pizza Store,Restaurant,Andhra Pradesh,Visakhapatnam,3
Pizza Store,Restaurant,Rajasthan,Kota,3.2
Pizza Store,Restaurant,Uttar Pradesh,Kanpur,4
Pizza Store 99,Restaurant,Uttar Pradesh,Lucknow,3.1
Pizza Story,Restaurant,Punjab,Amritsar,3.5
Pizza Story,Restaurant,Rajasthan,Jodhpur,3.8
Pizza Story By Kitchen Brother's,Restaurant,Madhya Pradesh,Jabalpur,3.4
Pizza Street,Restaurant,Uttar Pradesh,Gorakhpur,3.7
Pizza Street,Restaurant,Rajasthan,Jaipur,4
Pizza Street Cafe,Restaurant,Maharashtra,Amravati,3.5
Pizza Street Snacks & Shakes,Restaurant,Punjab,Ludhiana,3.5
Pizza Supreme,Restaurant,Maharashtra,Mumbai,3.7
Pizza Swag,Restaurant,Punjab,Ludhiana,3.9
Pizza Tales,Restaurant,Uttar Pradesh,Aligarh,3.6
Pizza Tavola,Restaurant,Uttar Pradesh,Lucknow,3.9
Pizza Time,Restaurant,Uttar Pradesh,Allahabad,3.3
Pizza Time,Restaurant,Tamil Nadu,Coimbatore,3.4
Pizza Time,Restaurant,Andhra Pradesh,Vijayawada,3.4
Pizza Time,Restaurant,Uttar Pradesh,Kanpur,3.5
Pizza Time,Restaurant,Punjab,Ludhiana,4
Pizza Time,Restaurant,Telangana,Hyderabad,4.2
Pizza Times,Restaurant,Uttar Pradesh,Gorakhpur,3.8
Pizza Town,Restaurant,Uttar Pradesh,Moradabad,3.5
Pizza Town,Restaurant,Uttar Pradesh,Kanpur,3.8
Pizza Town,Restaurant,Uttar Pradesh,Varanasi,3.8
Pizza Town,Restaurant,Punjab,Jalandhar,4
Pizza Trend,Restaurant,Punjab,Ludhiana,3.6
Pizza Tune,Restaurant,Gujarat,Ahmedabad,3.7
Pizza Uncle,Restaurant,Uttarakhand,Rishikesh,4.2
Pizza Uncle,Restaurant,Uttar Pradesh,Meerut,4.3
Pizza Unique,Restaurant,Uttar Pradesh,Moradabad,3.6
Pizza Unlimited,Restaurant,Rajasthan,Jaipur,3.6
Pizza Valley,Restaurant,Karnataka,Mangalore,3.1
Pizza Valley,Restaurant,Rajasthan,Jaipur,4
Pizza Vatika,Restaurant,Uttar Pradesh,Gorakhpur,4.3
Pizza Vegan,Restaurant,Punjab,Jalandhar,3
Pizza Villa,Restaurant,Rajasthan,Jaipur,3.3
Pizza Villa,Restaurant,Uttar Pradesh,Meerut,3.4
Pizza Village,Restaurant,Gujarat,Surat,3.2
Pizza Village,Restaurant,Uttar Pradesh,Meerut,3.6
Pizza Village,Restaurant,Uttar Pradesh,Meerut,3.9
Pizza Village,Restaurant,Uttar Pradesh,Firozabad,4
Pizza Village,Restaurant,Gujarat,Vadodara,4.1
Pizza Vizza,Restaurant,Punjab,Patiala,3.3
Pizza Wala,Restaurant,West Bengal,Kolkata,3.7
Pizza Wale 99,Restaurant,Uttar Pradesh,Kanpur,3.6
Pizza Wallaa,Restaurant,Uttar Pradesh,Varanasi,3.5
Pizza Wheels,Restaurant,Uttar Pradesh,Bareilly,3.7
Pizza Wings,Restaurant,Uttar Pradesh,Saharanpur,3.8
Pizza Wings,Restaurant,Uttar Pradesh,Kanpur,4
Pizza Wings,Restaurant,Uttar Pradesh,Kanpur,4.1
Pizza Wings,Restaurant,Uttar Pradesh,Lucknow,4.1
Pizza Wings,Restaurant,Uttar Pradesh,Meerut,4.3
Pizza Wizza,Restaurant,Uttar Pradesh,Gorakhpur,3.5
Pizza Wizza,Restaurant,Uttar Pradesh,Lucknow,3.9
Pizza Wizza Studio,Restaurant,Uttar Pradesh,Lucknow,3.9
Pizza World,Restaurant,Tamil Nadu,Chennai,3.2
Pizza World,Restaurant,Rajasthan,Jaipur,3.6
Pizza World,Restaurant,Gujarat,Surat,3.7
Pizza World,Restaurant,Uttar Pradesh,Jhansi,4
Pizza Wow Pizza,Restaurant,Uttar Pradesh,Lucknow,3.3
Pizza Xpress,Restaurant,Telangana,Hyderabad,3.2
Pizza Xpress,Restaurant,Rajasthan,Jaipur,4.1
Pizza Yum,Restaurant,Uttar Pradesh,Kanpur,3.5
Pizza Yummy,Restaurant,Uttarakhand,Rishikesh,4
Pizza Zone,Restaurant,Maharashtra,Kolhapur,3.5
Pizza Zone,Restaurant,Gujarat,Surat,3.9
Pizza Zone,Restaurant,Gujarat,Jamnagar,4
Pizza Zone,Restaurant,Gujarat,Ahmedabad,4
Pizza Zone,Restaurant,Uttar Pradesh,Meerut,4.5
"Pizza""Hat",Restaurant,Jharkhand,Ranchi,3.8
"Pizza, Burger, Sandwich & Chinese @99",Restaurant,Chhattisgarh,Raipur,3.7
Pizza.Com,Restaurant,Madhya Pradesh,Indore,3.7
Pizza@89,Restaurant,Chhattisgarh,Raipur,4
Pizza@99,Restaurant,Karnataka,Bangalore,3.3
Pizza@99,Restaurant,Uttar Pradesh,Bareilly,3.5
Pizza@99,Restaurant,Maharashtra,Pune,3.8
Pizza2go4u,Restaurant,Tamil Nadu,Coimbatore,3
Pizza'81,Restaurant,Delhi,Delhi NCR,3.9
Pizzaa Time,Restaurant,Punjab,Ludhiana,3.4
Pizzaarch,Restaurant,Uttar Pradesh,Varanasi,3.7
PizzaExpress,Restaurant,Maharashtra,Mumbai,3.8
Pizzagram,Restaurant,Gujarat,Ahmedabad,4.2
Pizzah Wala,Restaurant,Punjab,Jalandhar,3.6
Pizzaholic,Restaurant,Uttar Pradesh,Allahabad,3.4
Pizzaholic,Restaurant,Uttar Pradesh,Kanpur,4.1
Pizzaholic,Restaurant,Uttar Pradesh,Kanpur,4.2
Pizzalicious,Restaurant,Uttar Pradesh,Bareilly,4.4
Pizzalogy,Restaurant,Chhattisgarh,Raipur,3.3
Pizzaminati,Restaurant,Rajasthan,Bikaner,3.4
Pizzamoc's,Restaurant,West Bengal,Kolkata,3.6
Pizzaology,Restaurant,West Bengal,Asansol,3.4
Pizzaport & Cafe,Restaurant,Uttar Pradesh,Lucknow,3.9
PizzArea,Restaurant,Delhi,Delhi NCR,4.1
PizzArea,Restaurant,Delhi,NCR,4.1
Pizzaretto,Restaurant,Punjab,Amritsar,3.8
Pizzaria,Restaurant,Uttar Pradesh,Bareilly,3.4
Pizzaria.com,Restaurant,Maharashtra,Pune,3.7
Pizzariya,Restaurant,Uttar Pradesh,Varanasi,3.5
Pizzas And More,Restaurant,Telangana,Hyderabad,3.6
Pizzas By Flavorsome Feasts,Restaurant,Rajasthan,Jaipur,3.6
Pizzas Etc,Restaurant,Maharashtra,Mumbai,4.2
Pizza's Hub,Restaurant,Uttar Pradesh,Varanasi,4.1
Pizza's Masti,Restaurant,Uttar Pradesh,Varanasi,3.9
Pizzas N Shakes,Restaurant,Andhra Pradesh,Vijayawada,3.9
Pizza's Point,Restaurant,Chandigarh,Chandigarh,3.9
Pizza's Villa,Restaurant,Gujarat,Surat,3.3
Pizzasia,Restaurant,Delhi,Delhi NCR,4.2
Pizzatarian,Restaurant,Uttar Pradesh,Lucknow,3.9
Pizzato,Restaurant,Madhya Pradesh,Indore,3.6
PizzaVerse,Restaurant,Tamil Nadu,Coimbatore,3.7
Pizzawala,Restaurant,Uttar Pradesh,Kanpur,3.2
Pizzawala,Restaurant,Uttar Pradesh,Varanasi,3.6
Pizzawala's,Restaurant,Gujarat,Vadodara,3.7
Pizzawood,Restaurant,Punjab,Ludhiana,3.3
Pizzeria,Restaurant,West Bengal,Kolkata,3.7
Pizzeria,Restaurant,Punjab,Jalandhar,3.8
Pizzeria,Restaurant,Maharashtra,Nagpur,3.9
Pizzeria,Restaurant,Rajasthan,Jaipur,4
Pizzeria,Restaurant,Uttar Pradesh,Kanpur,4.1
Pizzeria Bistro,Restaurant,Uttar Pradesh,Meerut,3.9
Pizzeria By Cafe Dali,Restaurant,Delhi,NCR,4.1
Pizzeria By Mango Masala,Restaurant,Rajasthan,Ajmer,4.4
Pizzeria By The Thali Walla,Restaurant,Rajasthan,Ajmer,3.5
Pizzeria Cafe,Restaurant,Punjab,Amritsar,3.3
Pizzeria Express,Restaurant,Uttar Pradesh,Kanpur,3.4
Pizzeria Home,Restaurant,Punjab,Amritsar,3.6
Pizzeria House,Restaurant,Punjab,Amritsar,3
Pizzeria Pizza Parlour,Restaurant,Delhi,NCR,4
Pizzeria Planet,Restaurant,Uttar Pradesh,Allahabad,4.1
Pizzeria Toto,Restaurant,Kerala,Trivandrum,4.4
Pizzeria Vaatika Cafe,Restaurant,Uttar Pradesh,Varanasi,4
Pizzerioo,Restaurant,West Bengal,Siliguri,3.6
Pizzetta,Restaurant,Puducherry,Puducherry,4
Pizzetto,Restaurant,Punjab,Amritsar,4.2
Pizzitalia,Restaurant,Uttar Pradesh,Bareilly,4.1
Pizzo Foods,Restaurant,Uttar Pradesh,Jhansi,3.2
Pizzology Pizza,Restaurant,Karnataka,Mysore,3.9
Pizzonia Pizza,Restaurant,Gujarat,Vadodara,3.6
Pizzuno's,Restaurant,Uttar Pradesh,Allahabad,2.8
Pizzzenia,Restaurant,Maharashtra,Nagpur,3.8
Pizzzzaa Paradise,Restaurant,Uttar Pradesh,Varanasi,4.1
PJ's Food,Restaurant,Assam,Guwahati,4.6
PK Da Dhaba,Restaurant,Assam,Guwahati,4.1
PK Mutton Bhakri,Restaurant,Maharashtra,Pune,4
PK's Burger Point,Restaurant,Maharashtra,Nashik,4
PKS Shri Sidheshwar Fast Food,Restaurant,Maharashtra,Solapur,3.3
Plaksha Food's,Restaurant,Maharashtra,Nashik,4
Planet Cafe,Restaurant,Karnataka,Manipal,3.5
Planet Family Restaurant,Restaurant,Maharashtra,Sangli,3.3
Planet H Cafe,Restaurant,Delhi,NCR,4.3
Plateaus Juice Bar,Restaurant,Tamil Nadu,Coimbatore,4.5
Plated Restaurant,Restaurant,Kerala,Trivandrum,4.1
Platform 13,Restaurant,Punjab,Jalandhar,4
Platform 65,Restaurant,Telangana,Hyderabad,3.7
Platform 65,Restaurant,Andhra Pradesh,Vijayawada,3.7
Platform 65,Restaurant,Telangana,Warangal,3.8
Platinum Cook House,Restaurant,Tamil Nadu,Madurai,3.7
Platoon Pizza,Restaurant,Punjab,Jalandhar,3.2
Platterzz,Restaurant,Rajasthan,Udaipur,4.3
Plav Multicuisine Restaurant,Restaurant,Kerala,Trivandrum,4.2
Play Safari Cafe,Restaurant,Uttar Pradesh,Agra,4.1
Play Town Cafe The Fun Factory,Restaurant,Punjab,Jalandhar,3.9
Playground,Restaurant,Chandigarh,Chandigarh,3.7
Playtorium,Restaurant,West Bengal,Siliguri,3.8
Plums & Cherries by Supreme Bakers,Restaurant,Gujarat,Vadodara,4.1
Plush 28,Restaurant,West Bengal,Kolkata,4.1
Pluto,Restaurant,Uttar Pradesh,Varanasi,4.2
Pluto's Restaurant,Restaurant,Tamil Nadu,Chennai,3.9
Pocket Thali,Restaurant,Uttar Pradesh,Lucknow,3.7
PocketMeal,Restaurant,West Bengal,Kolkata,4
Poco Cafe & Restaurant,Restaurant,Rajasthan,Jodhpur,4.1
Poddar's Rasoi,Restaurant,Gujarat,Vadodara,3.5
Poetry By Love And Cheesecake,Restaurant,Maharashtra,Pune,4.3
Poetry By Love And Cheesecake,Restaurant,Maharashtra,Mumbai,4.4
Poha Factory,Restaurant,Maharashtra,Nagpur,3.8
Poha Junction,Restaurant,Uttar Pradesh,Varanasi,4.3
Poha Point,Restaurant,Chhattisgarh,Raipur,3.5
Poha'G,Restaurant,Odisha,Bhubaneswar,3.3
Pohewala,Restaurant,Maharashtra,Nagpur,4.2
Pohewala,Restaurant,Chhattisgarh,Raipur,4.4
Poie Re,Restaurant,Goa,Goa,4.1
Pokar Sweet Home,Restaurant,Rajasthan,Jodhpur,3.9
Pokar Sweets And Restaurant,Restaurant,Rajasthan,Jodhpur,3.6
Poker Mania Restaurant,Restaurant,Uttar Pradesh,Varanasi,2.9
Pokhara Momo's,Restaurant,Uttar Pradesh,Bareilly,4.2
Pokket Cafe,Restaurant,Maharashtra,Nagpur,3.8
Pokket Cafe,Restaurant,Maharashtra,Pune,3.8
Pokket Cafe,Restaurant,Chandigarh,Chandigarh,4
Pokket Cafe,Restaurant,Maharashtra,Nashik,4.2
Polar Bear,Restaurant,Telangana,Hyderabad,4
Polar Bear,Restaurant,Tamil Nadu,Chennai,4.2
Polar Bear,Restaurant,Tamil Nadu,Salem,4.3
Polar Bear,Restaurant,Karnataka,Manipal,4.4
Polar Bear,Restaurant,Karnataka,Mysore,4.4
Polar Bear,Restaurant,Tamil Nadu,Coimbatore,4.4
Polar Bear,Restaurant,Karnataka,Bangalore,4.4
Polar Bear,Restaurant,Karnataka,Mangalore,4.6
Polka Pastry Shop,Restaurant,Chandigarh,Chandigarh,3.6
Polka Restaurant,Restaurant,Madhya Pradesh,Bhopal,3.6
Polly's Kitchen,Restaurant,West Bengal,Kharagpur,4.3
Polo Restaurant,Restaurant,Rajasthan,Kota,3.8
Pomona Orchard,Restaurant,Uttar Pradesh,Lucknow,4.3
Pomo's Pizza,Restaurant,Gujarat,Jamnagar,4.2
Pondis Pizza Hub,Restaurant,Kerala,Trivandrum,4
Pondy Cafe,Restaurant,Puducherry,Puducherry,4
Pondy Macaroni,Restaurant,Puducherry,Puducherry,4.2
Pong View Hotel,Restaurant,Himachal Pradesh,Dharamshala,4.3
Pongalur Sri Annapoornis Sweets,Restaurant,Tamil Nadu,Coimbatore,4.2
